poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo
POL-00112,40,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,2.0,23186.0,713.0,350.0,161566.0,5,0,11106.0,9.2,Sedan,Trabajo,Economico,Mensual,Agente,No,No,Si,208,62.8,0,2304,0,Bajo
POL-00113,41,Masculino,Soltero,Preparatoria,Empleado,Rural,Occidente,2.1,12488.0,664.0,643.0,326984.0,5,1,21939.0,4.4,Sedan,Particular,Medio,Anual,Agente,Si,No,No,129,36.7,0,5541,0,Medio
POL-00114,72,Femenino,Casado,Preparatoria,Empleado,Urbana,Bajio,0.7,24925.0,696.0,522.0,376810.0,5,1,9719.0,2.7,SUV,Particular,Medio,Mensual,Broker,Si,Si,Si,328,62.3,0,7392,0,Medio
POL-00115,37,Femenino,Casado,Secundaria,Empleado,Urbana,Centro,0.1,8547.0,633.0,350.0,389483.0,10,1,11689.0,2.3,SUV,Particular,Medio,Mensual,Broker,Si,No,Si,182,83.5,0,3759,0,Bajo
POL-00116,44,Femenino,Soltero,Licenciatura,Empleado,Urbana,Bajio,0.6,39129.0,624.0,350.0,274979.0,5,0,18671.0,2.1,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,82,74.5,0,3904,0,Bajo
POL-00117,40,Femenino,Casado,Secundaria,Independiente,Rural,Sur,4.3,22572.0,563.0,628.0,328445.0,10,1,20661.0,6.9,Sedan,Particular,Medio,Trimestral,Agente,No,Si,No,253,47.8,0,6728,0,Medio
POL-00118,25,Masculino,Casado,Secundaria,Estudiante,Suburbana,Occidente,6.5,16520.0,622.0,458.0,157414.0,5,1,22213.0,4.1,Compacto,Particular,Economico,Anual,Banco,Si,No,Si,4,52.6,0,1794,0,Bajo
POL-00119,55,Masculino,Soltero,Preparatoria,Independiente,Suburbana,Occidente,17.8,13903.0,401.0,1683.0,369485.0,5,0,11390.0,12.0,Deportivo,Particular,Economico,Anual,Online,No,No,Si,302,49.9,0,8703,0,Medio
POL-00120,50,Masculino,Casado,Licenciatura,Independiente,Urbana,Sur,1.7,19337.0,606.0,419.0,176773.0,3,0,18778.0,10.6,Sedan,Particular,Economico,Trimestral,Banco,No,No,Si,23,57.7,0,3064,0,Bajo
POL-00121,50,Femenino,Soltero,Preparatoria,Empleado,Urbana,Centro,3.7,32123.0,644.0,350.0,307444.0,3,0,12936.0,8.6,Sedan,Particular,Medio,Trimestral,Banco,No,No,No,120,56.5,0,4856,0,Medio
POL-00122,28,Femenino,Casado,Preparatoria,Estudiante,Urbana,Occidente,11.1,29734.0,692.0,936.0,149328.0,5,0,12169.0,7.6,Sedan,Taxi/Plataforma,Economico,Anual,Broker,No,Si,Si,94,60.5,0,3838,0,Bajo
POL-00123,58,Masculino,Soltero,Licenciatura,Independiente,Urbana,Occidente,0.7,14924.0,630.0,767.0,174610.0,15,1,22118.0,3.4,Compacto,Particular,Economico,Mensual,Agente,Si,No,No,223,57.4,0,4194,0,Bajo
POL-00124,22,Masculino,Casado,Preparatoria,Otro,Urbana,Occidente,5.1,13815.0,676.0,350.0,445235.0,3,0,12477.0,3.8,SUV,Trabajo,Medio,Anual,Agente,No,No,No,238,60.1,0,9609,0,Medio
POL-00125,48,Femenino,Soltero,Posgrado,Empleado,Suburbana,Sur,5.6,31574.0,,350.0,153529.0,5,0,17030.0,3.4,Compacto,Particular,Economico,Anual,Agente,No,No,Si,226,49.2,0,4464,0,Bajo
POL-00126,68,Masculino,Casado,Posgrado,Empleado,Urbana,Centro,0.4,14787.0,646.0,350.0,207173.0,5,1,16356.0,2.6,Pickup,Particular,Economico,Mensual,Broker,No,No,Si,141,64.8,0,6444,0,Medio
POL-00127,27,Masculino,Soltero,Preparatoria,Empleado,Rural,Occidente,7.9,22737.0,524.0,1390.0,132250.0,5,1,9611.0,5.0,Compacto,Taxi/Plataforma,Economico,Trimestral,Online,Si,Si,Si,50,37.0,0,3260,0,Bajo
POL-00128,33,Femenino,Casado,Preparatoria,Independiente,Urbana,Occidente,6.7,23550.0,559.0,511.0,143278.0,10,0,20814.0,9.5,Compacto,Trabajo,Economico,Mensual,Agente,Si,Si,No,144,69.0,0,3188,0,Bajo
POL-00129,41,Femenino,Casado,Licenciatura,Empleado,Rural,Norte,0.1,,636.0,350.0,305402.0,10,0,18582.0,4.8,Compacto,Particular,Medio,Mensual,Agente,No,No,Si,337,40.5,0,4457,0,Bajo
POL-00130,33,Masculino,Casado,Secundaria,Empleado,Urbana,Norte,0.4,35272.0,746.0,389.0,414182.0,3,0,4575.0,3.3,SUV,Particular,Medio,Trimestral,Agente,No,No,Si,327,66.7,0,9009,0,Medio
POL-00131,20,Femenino,Casado,Preparatoria,Independiente,Urbana,Occidente,0.2,10984.0,,350.0,150469.0,10,0,17026.0,4.8,Sedan,Particular,Economico,Mensual,Banco,Si,Si,Si,306,59.0,1,11899,1,Alto
POL-00132,41,Femenino,Casado,Preparatoria,Independiente,Urbana,Bajio,1.6,7690.0,651.0,772.0,236183.0,5,1,11249.0,5.9,SUV,Particular,Economico,Mensual,Online,Si,No,Si,51,70.5,0,3572,0,Bajo
POL-00133,26,Femenino,Casado,Posgrado,Empleado,Urbana,Occidente,2.8,16102.0,649.0,664.0,361683.0,5,3,21534.0,3.9,SUV,Particular,Medio,Anual,Online,No,No,Si,11,60.7,1,15003,1,Alto
POL-00134,46,Femenino,Divorciado,Secundaria,Empleado,Suburbana,Sur,3.0,59257.0,596.0,476.0,375703.0,5,0,7550.0,5.0,SUV,Trabajo,Medio,Mensual,Agente,Si,No,Si,336,62.9,0,4421,0,Bajo
POL-00135,28,Masculino,Soltero,Licenciatura,Independiente,Urbana,Norte,1.2,66903.0,609.0,626.0,359577.0,10,1,13539.0,20.1,Sedan,Trabajo,Medio,Mensual,Broker,No,No,Si,94,63.2,0,8476,0,Medio
POL-00136,60,Masculino,Casado,Licenciatura,Estudiante,Urbana,Centro,9.7,60231.0,682.0,428.0,473564.0,5,0,17491.0,2.0,Pickup,Particular,Medio,Trimestral,Agente,No,Si,No,128,64.2,0,7503,0,Medio
POL-00137,30,Femenino,Casado,Preparatoria,Estudiante,Suburbana,Centro,1.8,19785.0,546.0,558.0,256537.0,5,1,15799.0,1.1,SUV,Trabajo,Economico,Mensual,Online,No,No,Si,10,54.7,0,3412,0,Bajo
POL-00138,36,Masculino,Viudo,Secundaria,Profesor,Suburbana,Centro,0.2,8255.0,694.0,1307.0,875067.0,5,2,19696.0,5.7,Pickup,Trabajo,Premium,Mensual,Agente,Si,No,Si,271,56.5,0,17193,1,Alto
POL-00139,51,Masculino,Divorciado,Posgrado,Estudiante,Suburbana,Norte,1.4,6064.0,621.0,429.0,355770.0,5,0,7149.0,6.7,Sedan,Particular,Medio,Mensual,Agente,Si,No,No,356,57.4,0,1790,0,Bajo
POL-00140,24,Masculino,Soltero,Preparatoria,Independiente,Urbana,Norte,3.0,15695.0,712.0,923.0,209718.0,5,1,24586.0,4.9,SUV,Particular,Economico,Mensual,Agente,No,No,Si,91,79.2,0,5061,0,Medio
POL-00141,43,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Sur,2.1,19729.0,722.0,481.0,174522.0,5,1,18388.0,2.8,Sedan,Particular,Economico,Mensual,Online,No,Si,Si,8,55.3,0,2730,0,Bajo
POL-00142,57,Femenino,Casado,Preparatoria,Empleado,Suburbana,Sur,1.3,,525.0,479.0,147125.0,10,1,22978.0,11.9,Compacto,Trabajo,Economico,Anual,Online,No,No,No,122,49.5,1,7589,0,Medio
POL-00143,19,No especificado,Casado,Preparatoria,Empleado,Urbana,Centro,0.6,35458.0,606.0,350.0,225645.0,5,0,20308.0,5.5,SUV,Trabajo,Economico,Mensual,Agente,No,No,No,263,60.8,0,6332,0,Medio
POL-00144,42,Masculino,Casado,Preparatoria,Independiente,Urbana,Centro,6.8,24931.0,586.0,641.0,557016.0,5,0,15436.0,5.8,Sedan,Particular,Premium,Mensual,Agente,No,No,Si,280,63.9,1,14809,1,Alto
POL-00145,43,Femenino,Casado,Secundaria,Profesor,Urbana,Centro,22.2,13486.0,514.0,536.0,632684.0,10,0,8437.0,8.5,Sedan,Particular,Premium,Anual,Banco,No,No,No,118,76.9,0,7072,0,Medio
POL-00146,50,Femenino,Casado,Secundaria,Otro,Urbana,Occidente,1.6,12970.0,573.0,499.0,289241.0,10,1,12400.0,4.7,Pickup,Trabajo,Economico,Anual,Agente,No,No,Si,189,53.9,0,6678,0,Medio
POL-00147,24,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,1.9,25300.0,833.0,350.0,157883.0,5,0,24243.0,4.5,Sedan,Trabajo,Economico,Mensual,Agente,Si,No,Si,278,58.4,0,1087,0,Bajo
POL-00148,23,Masculino,Casado,Preparatoria,Estudiante,Urbana,Centro,3.8,32279.0,696.0,1729.0,491071.0,5,0,23120.0,11.9,Deportivo,Particular,,Mensual,Agente,No,No,No,299,63.2,0,10075,0,Medio
POL-00149,47,Masculino,Casado,Secundaria,Independiente,Suburbana,Bajio,5.1,27292.0,794.0,350.0,193690.0,10,0,12092.0,1.6,SUV,Particular,Economico,Trimestral,Banco,No,No,Si,55,43.3,0,3792,0,Bajo
POL-00150,44,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Sur,2.0,,712.0,426.0,440427.0,5,0,2500.0,6.5,Sedan,Trabajo,Medio,Trimestral,Agente,No,Si,,195,46.7,1,9993,0,Medio
POL-00151,43,Femenino,Casado,Licenciatura,Empleado,Rural,Centro,9.4,31466.0,594.0,586.0,456783.0,5,1,14330.0,6.2,Pickup,Particular,Medio,Trimestral,Broker,No,Si,Si,22,,0,6391,0,Medio
POL-00152,45,Masculino,Casado,Secundaria,Estudiante,Suburbana,Norte,3.3,27807.0,621.0,454.0,309788.0,3,0,13918.0,4.1,Sedan,Particular,Medio,Mensual,Agente,Si,Si,Si,264,47.6,0,3022,0,Bajo
POL-00153,31,Masculino,Soltero,Licenciatura,Empleado,Urbana,Norte,2.4,12209.0,694.0,350.0,274239.0,15,0,14126.0,4.9,Compacto,Trabajo,Medio,Mensual,Agente,Si,No,Si,244,68.3,0,4371,0,Bajo
POL-00154,43,Femenino,Soltero,Secundaria,Empresario,Rural,Sur,4.2,14292.0,683.0,350.0,328862.0,3,0,18407.0,11.3,Sedan,Particular,Medio,Mensual,Agente,No,Si,Si,259,,0,3782,0,Bajo
POL-00155,44,Masculino,Divorciado,Secundaria,Empleado,Rural,Occidente,12.2,32128.0,607.0,2457.0,1083449.0,5,0,20319.0,3.1,Deportivo,Trabajo,Premium,Trimestral,Online,Si,No,Si,230,33.2,0,19915,1,Alto
POL-00156,31,Masculino,Soltero,Secundaria,Empleado,Urbana,Centro,6.3,19338.0,537.0,350.0,211460.0,5,0,20947.0,8.2,SUV,Particular,Economico,Trimestral,Agente,No,No,Si,209,72.5,0,3373,0,Bajo
POL-00157,64,Femenino,Casado,Licenciatura,Empleado,Suburbana,Sur,0.2,52724.0,850.0,636.0,266902.0,10,1,17951.0,5.4,Compacto,Particular,Medio,Mensual,Online,No,No,Si,161,63.3,0,3409,0,Bajo
POL-00158,46,Masculino,Casado,Secundaria,,Rural,Norte,1.6,28982.0,639.0,350.0,165007.0,5,0,5596.0,7.7,Sedan,Particular,Economico,Mensual,Agente,No,Si,Si,353,43.8,0,4082,0,Bajo
POL-00159,25,Femenino,Casado,Secundaria,Independiente,Urbana,Centro,2.5,16834.0,626.0,350.0,171627.0,10,0,13623.0,6.8,Sedan,Particular,Economico,Anual,Agente,No,Si,Si,169,62.6,0,500,0,Bajo
POL-00160,49,Masculino,Casado,Preparatoria,Empleado,Rural,Norte,1.5,21877.0,659.0,493.0,253517.0,10,1,28172.0,1.1,Pickup,Particular,Economico,Mensual,Banco,No,No,No,338,46.0,0,4577,0,Bajo
POL-00161,27,Masculino,Soltero,Licenciatura,Estudiante,Urbana,Occidente,4.8,22780.0,632.0,350.0,383281.0,5,0,17558.0,3.1,Pickup,Particular,Medio,Mensual,Online,No,Si,Si,289,44.2,0,7221,0,Medio
POL-00162,50,Masculino,Casado,Preparatoria,Empleado,Urbana,Norte,7.0,14738.0,659.0,462.0,246202.0,10,1,17523.0,3.4,Sedan,Particular,Economico,Trimestral,Agente,No,No,Si,226,66.8,0,2916,0,Bajo
POL-00163,55,Masculino,Soltero,Preparatoria,Profesor,Urbana,Centro,5.3,13318.0,747.0,1633.0,437836.0,3,0,17477.0,2.8,SUV,Taxi/Plataforma,Medio,Mensual,Online,Si,No,Si,360,56.6,1,35876,1,Alto
POL-00164,29,Femenino,Casado,Secundaria,Independiente,Suburbana,Norte,18.2,32356.0,641.0,350.0,274764.0,15,0,17785.0,3.7,Sedan,Particular,Medio,Mensual,Online,No,No,Si,362,56.4,0,3402,0,Bajo
POL-00165,53,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Centro,1.3,35021.0,563.0,350.0,167127.0,10,0,2500.0,5.8,SUV,Particular,Economico,Mensual,Agente,Si,No,Si,42,32.5,0,969,0,Bajo
POL-00166,45,Masculino,Casado,Licenciatura,Independiente,Rural,Sur,8.3,30665.0,638.0,605.0,294660.0,15,0,14183.0,9.0,Sedan,Particular,Medio,Mensual,Online,No,Si,Si,194,37.0,0,4762,0,Bajo
POL-00167,51,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,5.8,50626.0,615.0,350.0,347389.0,10,0,15292.0,2.2,Sedan,Particular,Medio,Mensual,Agente,Si,Si,Si,11,64.7,0,6807,0,Medio
POL-00168,65,Masculino,Soltero,Preparatoria,,Urbana,Centro,1.8,16331.0,757.0,432.0,339399.0,10,0,22548.0,5.4,Sedan,Particular,Medio,Anual,Online,Si,No,Si,271,58.9,0,8640,0,Medio
POL-00169,37,Masculino,Soltero,Preparatoria,,Suburbana,Occidente,5.3,331506.0,738.0,435.0,222027.0,5,0,15762.0,6.3,SUV,Particular,Economico,Mensual,Banco,No,No,Si,61,47.0,0,4661,0,Bajo
POL-00170,30,Femenino,Soltero,Secundaria,Estudiante,Suburbana,Sur,0.4,13404.0,658.0,369.0,297718.0,5,0,6444.0,10.0,Sedan,Trabajo,Medio,Trimestral,Agente,No,Si,,16,57.2,0,4440,0,Bajo
POL-00171,28,Masculino,Casado,Preparatoria,Empleado,Urbana,Sur,6.2,12605.0,554.0,1866.0,516777.0,5,0,17865.0,12.7,Deportivo,Particular,Medio,Mensual,Agente,Si,Si,Si,270,64.8,0,10703,0,Medio
POL-00172,29,Masculino,Soltero,Secundaria,Empleado,Urbana,Occidente,3.0,8357.0,558.0,559.0,171511.0,3,1,11079.0,4.7,Sedan,Particular,Economico,Mensual,Agente,Si,Si,No,25,57.6,0,1535,0,Bajo
POL-00173,39,Femenino,Divorciado,Licenciatura,Profesor,Suburbana,Centro,1.4,17216.0,651.0,350.0,135497.0,10,1,8808.0,2.8,Compacto,Particular,Economico,Trimestral,Broker,No,No,No,44,57.5,0,1642,0,Bajo
POL-00174,44,No especificado,Divorciado,Posgrado,Empleado,Suburbana,Sur,4.3,16676.0,675.0,350.0,381305.0,3,0,10912.0,6.6,SUV,Particular,Medio,Mensual,Banco,No,Si,Si,144,52.0,0,7469,0,Medio
POL-00175,44,Femenino,Casado,Posgrado,Profesor,Urbana,Occidente,4.1,29380.0,622.0,711.0,469270.0,3,0,18484.0,2.9,SUV,Particular,Medio,Trimestral,Agente,Si,Si,No,64,67.3,0,6672,0,Medio
POL-00176,51,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,0.9,25158.0,614.0,350.0,164089.0,10,0,22423.0,6.3,Sedan,Trabajo,Economico,Mensual,Agente,No,No,Si,349,57.9,0,2827,0,Bajo
POL-00177,40,Femenino,Soltero,Licenciatura,Empleado,Rural,Bajio,0.1,11415.0,606.0,350.0,261482.0,10,0,18156.0,3.3,Pickup,Particular,Economico,Mensual,Agente,Si,Si,,285,21.6,1,13257,1,Alto
POL-00178,59,Masculino,Casado,Licenciatura,Estudiante,Suburbana,Centro,2.3,17726.0,648.0,350.0,473445.0,10,0,18976.0,7.2,Pickup,Particular,Medio,Mensual,Online,Si,Si,Si,67,42.8,0,7488,0,Medio
POL-00179,37,Masculino,Soltero,Preparatoria,Estudiante,Urbana,Bajio,3.4,17935.0,471.0,350.0,197660.0,10,0,18102.0,3.4,SUV,Particular,Economico,Trimestral,Agente,No,Si,Si,361,56.9,0,3146,0,Bajo
POL-00180,75,Femenino,Soltero,Licenciatura,Independiente,Urbana,Bajio,8.4,8283.0,567.0,1406.0,587436.0,5,0,16057.0,12.0,Sedan,Taxi/Plataforma,Premium,Mensual,Broker,Si,No,Si,299,60.1,0,12990,1,Alto
POL-00181,48,Femenino,Casado,Preparatoria,Empleado,Suburbana,Occidente,10.5,12827.0,603.0,350.0,173940.0,10,1,19333.0,5.4,Compacto,Particular,Economico,Anual,Agente,Si,Si,Si,95,43.3,0,3360,0,Bajo
POL-00182,29,Masculino,Casado,Preparatoria,Empleado,Urbana,Bajio,3.0,14398.0,,1417.0,515437.0,5,0,2500.0,1.7,Deportivo,Particular,Medio,Mensual,Online,No,Si,No,59,65.9,0,9769,0,Medio
POL-00183,26,Femenino,Casado,Licenciatura,Empleado,Urbana,Sur,5.6,48402.0,589.0,354.0,223453.0,15,0,16111.0,9.2,SUV,Particular,Economico,Mensual,Online,No,No,No,256,72.0,1,9677,0,Medio
POL-00184,46,Masculino,Soltero,Preparatoria,Independiente,Urbana,Centro,2.3,,664.0,891.0,1037858.0,3,1,9753.0,4.8,SUV,Trabajo,Premium,Mensual,Banco,Si,Si,No,18,73.6,0,19288,1,Alto
POL-00185,37,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,5.5,,667.0,403.0,449909.0,10,0,21896.0,7.5,SUV,Particular,Medio,Mensual,Agente,No,No,No,32,71.7,0,6573,0,Medio
POL-00186,49,Masculino,Soltero,Posgrado,Empleado,Suburbana,Centro,0.9,9648.0,747.0,577.0,656682.0,5,2,14691.0,9.3,Sedan,Particular,Premium,Mensual,Online,No,Si,No,90,42.8,0,12191,1,Alto
POL-00187,46,Masculino,Soltero,Secundaria,Empleado,Urbana,Norte,1.9,42430.0,745.0,740.0,353969.0,5,0,15670.0,5.5,Sedan,Trabajo,Medio,Trimestral,Agente,Si,Si,Si,237,65.5,0,1572,0,Bajo
POL-00188,39,Femenino,Divorciado,Preparatoria,Empleado,Suburbana,Sur,4.0,44999.0,646.0,755.0,223495.0,10,2,7222.0,2.1,SUV,Particular,Economico,Mensual,Agente,No,No,Si,23,62.5,0,4284,0,Bajo
POL-00189,29,No especificado,Soltero,Posgrado,Empresario,Urbana,Norte,0.1,7330.0,614.0,350.0,172885.0,10,0,21093.0,5.9,Compacto,Particular,,Mensual,Broker,No,No,Si,226,52.3,0,1118,0,Bajo
POL-00190,20,Masculino,Soltero,Licenciatura,Empleado,Urbana,Norte,5.1,14926.0,600.0,350.0,250327.0,10,0,18950.0,11.1,Sedan,Particular,Medio,Anual,Broker,No,Si,Si,338,75.8,0,2994,0,Bajo
POL-00191,34,Masculino,Soltero,Licenciatura,Empresario,Urbana,Occidente,7.2,28896.0,632.0,445.0,393371.0,5,0,18563.0,5.0,SUV,Particular,Medio,Mensual,Online,No,No,Si,264,57.0,0,5934,0,Medio
POL-00192,51,Femenino,Divorciado,Preparatoria,Independiente,Rural,Bajio,2.0,31358.0,617.0,588.0,430132.0,5,1,11028.0,6.8,Compacto,Particular,Premium,Mensual,Agente,No,No,No,5,44.4,1,12504,1,Alto
POL-00193,43,Masculino,Casado,Preparatoria,Independiente,Rural,Centro,2.4,,692.0,358.0,183519.0,3,2,11245.0,3.1,Sedan,Particular,Economico,Mensual,Banco,Si,Si,No,57,45.3,0,11150,0,Medio
POL-00194,24,Femenino,Casado,Licenciatura,Independiente,Urbana,Norte,7.6,18597.0,682.0,808.0,311058.0,3,0,16730.0,1.8,Sedan,Taxi/Plataforma,Medio,Mensual,Agente,No,No,Si,99,,0,5239,0,Medio
POL-00195,42,Femenino,Casado,Licenciatura,Empleado,Suburbana,Centro,6.0,15839.0,694.0,487.0,650500.0,5,0,11680.0,4.8,Compacto,Particular,Premium,Mensual,Agente,Si,Si,Si,121,67.8,0,12601,1,Alto
POL-00196,45,Femenino,Soltero,Preparatoria,Empleado,Suburbana,Occidente,1.4,23377.0,744.0,350.0,196051.0,10,0,17892.0,5.4,Sedan,Particular,Economico,Mensual,Online,No,Si,No,356,47.6,0,6433,0,Medio
POL-00197,29,Masculino,Casado,Secundaria,Independiente,Rural,Centro,1.6,,790.0,465.0,300423.0,5,1,3615.0,9.9,Sedan,Trabajo,Medio,Mensual,Agente,No,Si,Si,156,28.9,0,4927,0,Medio
POL-00198,42,Masculino,Soltero,Secundaria,Empleado,Urbana,Occidente,4.5,14396.0,659.0,350.0,214295.0,10,0,12819.0,5.7,SUV,Particular,Economico,Trimestral,Broker,No,No,,200,67.9,0,2158,0,Bajo
POL-00199,41,Masculino,Soltero,Posgrado,,Suburbana,Norte,3.3,38149.0,732.0,350.0,418697.0,5,0,25382.0,9.4,SUV,Particular,Medio,Trimestral,Agente,No,Si,No,224,48.6,0,4215,0,Bajo
POL-00200,25,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,0.7,14312.0,624.0,350.0,142841.0,5,1,17917.0,4.0,Compacto,Particular,Economico,Trimestral,Agente,No,No,No,266,69.4,0,5524,0,Medio
POL-00201,45,Femenino,Divorciado,Licenciatura,Profesor,Urbana,Bajio,1.5,13802.0,739.0,617.0,224128.0,3,0,16417.0,2.1,SUV,Particular,Economico,Mensual,Online,Si,Si,Si,150,72.1,0,2449,0,Bajo
POL-00202,47,Masculino,Soltero,Secundaria,Independiente,Rural,Centro,9.2,34511.0,730.0,729.0,263513.0,10,1,26419.0,7.1,SUV,Trabajo,,Mensual,Banco,No,Si,No,256,41.7,0,4209,0,Bajo
POL-00203,54,Femenino,Soltero,Licenciatura,Estudiante,Urbana,Norte,4.7,36529.0,726.0,671.0,735551.0,10,1,2652.0,11.8,SUV,Particular,Premium,Mensual,Online,No,No,Si,80,68.5,0,12295,1,Alto
POL-00204,54,Masculino,Soltero,Posgrado,,Urbana,Centro,17.1,35139.0,657.0,2290.0,545873.0,5,1,11016.0,3.7,Deportivo,Particular,Medio,Mensual,Agente,No,No,Si,365,66.2,0,10015,0,Medio
POL-00205,22,Masculino,Soltero,Licenciatura,Independiente,Urbana,Occidente,5.8,10669.0,600.0,350.0,173480.0,5,0,13294.0,7.7,Sedan,Trabajo,Economico,Mensual,Banco,No,Si,Si,99,79.3,0,2286,0,Bajo
POL-00206,28,Masculino,Divorciado,Secundaria,Empresario,Suburbana,Occidente,11.4,17026.0,545.0,728.0,949505.0,5,0,20221.0,7.8,Sedan,Particular,Premium,Mensual,Agente,Si,Si,Si,104,47.0,0,16671,1,Alto
POL-00207,47,Masculino,Casado,Licenciatura,Empleado,Suburbana,Norte,1.0,34594.0,647.0,1807.0,619614.0,10,0,20316.0,1.9,Deportivo,Particular,Medio,Mensual,Agente,Si,No,Si,251,44.5,0,6017,0,Medio
POL-00208,47,Femenino,Casado,Licenciatura,Profesor,Urbana,Centro,5.9,22508.0,765.0,1505.0,659813.0,10,0,10737.0,4.7,Deportivo,Particular,Medio,Trimestral,Online,Si,Si,No,132,72.0,0,10656,0,Medio
POL-00209,47,Femenino,Casado,Preparatoria,Empleado,Rural,Norte,0.1,12189.0,627.0,638.0,197380.0,5,0,20989.0,8.0,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,98,34.6,0,4212,0,Bajo
POL-00210,75,Masculino,Soltero,Licenciatura,Empleado,Urbana,Occidente,4.4,28307.0,709.0,648.0,198980.0,5,2,13282.0,6.6,Sedan,Particular,Economico,Anual,Broker,Si,No,Si,177,68.1,0,3720,0,Bajo
POL-00211,47,Femenino,Casado,Licenciatura,Profesor,Urbana,Sur,2.5,14848.0,713.0,533.0,423390.0,5,1,22164.0,8.0,SUV,Particular,Medio,Trimestral,Online,No,No,Si,264,,0,8635,0,Medio
POL-00212,55,Femenino,Casado,Posgrado,Profesor,Rural,Occidente,1.7,59029.0,629.0,480.0,188065.0,3,1,9820.0,7.3,Sedan,Particular,Economico,Mensual,Broker,No,No,Si,131,41.2,0,3504,0,Bajo
POL-00213,52,Masculino,Casado,Licenciatura,Independiente,Urbana,Occidente,7.9,51455.0,749.0,417.0,362976.0,3,0,14822.0,5.1,Pickup,Particular,Medio,Mensual,Agente,Si,No,No,198,84.5,0,4874,0,Medio
POL-00214,48,Masculino,Viudo,Secundaria,Profesor,Urbana,Centro,7.7,30670.0,432.0,369.0,187898.0,5,1,12804.0,5.4,Sedan,Particular,Economico,Mensual,Broker,No,Si,Si,192,74.9,1,7195,0,Medio
POL-00215,36,Femenino,Casado,Preparatoria,Estudiante,Urbana,Norte,0.1,46507.0,558.0,350.0,177675.0,3,0,21308.0,9.7,Sedan,Particular,Economico,Trimestral,Agente,No,Si,Si,207,73.2,0,3515,0,Bajo
POL-00216,50,Femenino,Casado,Secundaria,,Suburbana,Centro,3.8,22798.0,581.0,383.0,240220.0,5,2,12625.0,5.9,SUV,Particular,Economico,Mensual,Agente,Si,Si,Si,56,54.2,0,5359,0,Medio
POL-00217,30,Masculino,Casado,Posgrado,Empleado,Urbana,Centro,1.8,33516.0,589.0,2586.0,1160094.0,5,0,15267.0,3.4,Deportivo,Particular,Premium,Mensual,Agente,No,Si,No,261,59.5,0,19451,1,Alto
POL-00218,37,Masculino,Soltero,Licenciatura,Empleado,Rural,Centro,2.1,49590.0,675.0,350.0,246578.0,5,1,18287.0,4.7,SUV,Particular,Economico,Mensual,Online,No,No,Si,229,44.1,0,5534,0,Medio
POL-00219,34,Femenino,Soltero,Licenciatura,Empleado,Suburbana,Occidente,7.1,25180.0,672.0,643.0,251865.0,5,0,18499.0,6.8,SUV,Particular,Economico,Mensual,Agente,Si,Si,Si,141,54.7,0,3280,0,Bajo
POL-00220,41,Femenino,Soltero,Preparatoria,Empleado,Urbana,Occidente,1.5,19119.0,680.0,1516.0,406120.0,10,0,20378.0,9.4,Deportivo,Particular,Medio,Anual,Online,No,No,No,62,66.6,1,14213,1,Alto
POL-00221,70,Femenino,Soltero,Secundaria,Empleado,Suburbana,Bajio,11.5,8615.0,695.0,920.0,379706.0,5,2,16661.0,1.8,SUV,Particular,Medio,Mensual,Agente,No,No,Si,117,50.8,0,9135,0,Medio
POL-00222,18,Femenino,Casado,Licenciatura,Empleado,Urbana,Centro,0.8,21017.0,,789.0,320082.0,5,2,13200.0,4.6,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,320,61.8,0,9424,0,Medio
POL-00223,49,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,4.3,,559.0,537.0,411635.0,10,0,13577.0,9.0,SUV,Particular,Medio,Mensual,Online,No,No,No,307,67.2,0,7455,0,Medio
POL-00224,19,Masculino,Divorciado,Preparatoria,Empleado,Suburbana,Sur,4.5,37008.0,680.0,387.0,173620.0,10,0,15641.0,3.1,Sedan,Particular,Economico,Anual,Agente,Si,No,Si,320,45.8,1,7244,0,Medio
POL-00225,34,Masculino,Casado,Licenciatura,Independiente,Rural,Occidente,1.2,29033.0,603.0,350.0,264754.0,5,1,16873.0,3.1,SUV,Trabajo,Economico,Trimestral,Banco,No,Si,No,244,47.6,1,4769,0,Bajo
